,registration,milage,duration,fee,emission,consumption,horsepower,brand,model,gear,fuel
14750,4,5000.0,48.0,562.78,171.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14751,4,2000.0,48.0,565.93,157.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14752,2,4.0,48.0,420.14,197.0,9.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
14753,4,15000.0,48.0,553.01,145.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14754,2,5000.0,48.0,796.26,176.0,7.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
14755,9,20000.0,48.0,549.17,131.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
14756,6,20000.0,48.0,553.01,129.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14757,7,5000.0,48.0,799.12,155.0,7.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
14758,8,48000.0,48.0,571.61,145.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
14759,8,48000.0,48.0,554.74,186.0,8.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
14760,8,48000.0,48.0,571.61,129.0,5.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
14761,6,5000.0,48.0,749.71,157.0,7.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
14762,44,110000.0,48.0,555.59,203.0,9.0,231.0,Audi,A5 SB 45 TDI quattro tiptronic,Automatik,Diesel
14763,58,53000.0,48.0,399.41,137.0,5.0,136.0,Kia,"Sportage 2,0 CRDI AWD Gold",Manuelle Schaltung,Diesel
14764,49,99000.0,48.0,651.57,134.0,5.0,190.0,BMW,520 d M Sport Touring,Automatik,Benzin
14765,53,107586.0,48.0,471.38,145.0,6.0,150.0,Audi,A5 Sportback 2.0 TDI Sport,Automatik,Diesel
14766,2,301.0,48.0,424.43,179.0,8.0,95.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI,Manuelle Schaltung,Benzin
14767,27,34150.0,48.0,494.26,143.0,6.0,150.0,Seat,Leon FR eHYBRID 150/204 DSG,Automatik,Hybrid
14768,4,201.0,48.0,563.23,138.0,6.0,150.0,Seat,Tarraco Austria Edition 1.5 TSI ACT,Manuelle Schaltung,Benzin
14769,4,201.0,48.0,590.75,157.0,7.0,150.0,Seat,Tarraco Austria Edition 1.5 TSI ACT,Manuelle Schaltung,Benzin
14770,41,106859.0,48.0,379.44,145.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style Limited TDI DSG,Automatik,Diesel
14771,35,53190.0,48.0,392.02,197.0,9.0,150.0,Ford,"Mondeo Traveller 2.0TDI Aut. LED,Navi,AHK,SHZ",Automatik,Benzin
14772,36,55463.0,48.0,357.22,173.0,7.0,109.0,BMW,216 i Gran Tourer,Manuelle Schaltung,Benzin
14773,31,55061.0,48.0,396.08,127.0,6.0,131.0,Seat,Leon FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14774,3,201.0,48.0,404.3,157.0,6.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
14775,7,12214.0,48.0,1670.76,186.0,8.0,341.0,Audi,Q5 S Sportback TDI quattro,Automatik,Hybrid
14776,4,30000.0,48.0,319.32,159.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14777,4,1.0,48.0,390.08,185.0,8.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
14778,4,201.0,48.0,449.92,205.0,9.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
14779,2,201.0,48.0,712.48,119.0,5.0,150.0,Audi,Q3 35 TFSI intense,Automatik,Benzin
14780,26,23650.0,48.0,674.7,131.0,6.0,200.0,Skoda,Superb ŠKODA Combi SPORTLINE TDI DSG,Automatik,Diesel
14781,4,10.0,48.0,405.41,138.0,5.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
14782,10,20532.0,48.0,242.28,109.0,4.0,80.0,Seat,Ibiza Austria Edition,Manuelle Schaltung,Benzin
14783,3,201.0,48.0,1001.87,109.0,5.0,310.0,Cupra,Leon SP Kombi VZ 2.0 TSI DSG 4Drive 310,Automatik,Benzin
14784,45,85242.0,48.0,505.81,139.0,5.0,150.0,Seat,Tarraco Xcellence 2.0 TDI,Manuelle Schaltung,Diesel
14785,12,7971.0,48.0,478.18,138.0,5.0,110.0,Volkswagen,T-Cross VW Style TSI DSG,Automatik,Benzin
14786,7,201.0,48.0,324.5,101.0,4.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14787,8,201.0,48.0,616.08,162.0,6.0,150.0,Cupra,Formentor 2.0 TDI,Manuelle Schaltung,Diesel
14788,4,201.0,48.0,313.86,124.0,6.0,95.0,Seat,Arona Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
14789,3,5000.0,48.0,612.07,115.0,5.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
14790,64,82490.0,36.0,407.58,99.0,4.0,116.0,Audi,A3 SB 1.6 TDI Sport,Manuelle Schaltung,Diesel
14791,3,2000.0,48.0,377.92,113.0,4.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
14792,8,20104.0,48.0,583.72,129.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14793,4,201.0,48.0,366.35,105.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14794,8,6000.0,48.0,313.81,116.0,4.0,80.0,Seat,Ibiza FR Austria 1.0,Manuelle Schaltung,Benzin
14795,3,1.0,48.0,673.55,195.0,9.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
14796,70,120300.0,36.0,583.46,127.0,6.0,184.0,Volkswagen,Sharan VW Business TDI SCR 4MOTION DSG,Automatik,Diesel
14797,4,1045.0,48.0,596.28,152.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
14798,3,201.0,48.0,751.02,149.0,7.0,150.0,Seat,Tarraco FR 2.0 TDI DSG,Automatik,Diesel
14799,55,60779.0,48.0,411.98,113.0,5.0,125.0,Volkswagen,Tiguan VW Sky TSI,Manuelle Schaltung,Benzin
14800,4,5000.0,48.0,359.35,117.0,5.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
14801,3,1000.0,48.0,618.67,153.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
14802,4,5000.0,48.0,359.35,134.0,6.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
14803,3,201.0,48.0,605.06,140.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14804,7,15000.0,48.0,331.69,121.0,5.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
14805,3,1.0,48.0,613.07,195.0,9.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14806,7,15000.0,48.0,347.5,126.0,6.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
14807,4,1.0,48.0,770.41,122.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
14808,3,201.0,48.0,348.5,33.0,2.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14809,6,890.0,48.0,949.0,42.0,2.0,204.0,Volkswagen,T7 Multivan T7 Multivan Life,Automatik,Benzin
14810,3,1.0,48.0,869.33,39.0,2.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
14811,2,10.0,48.0,703.46,42.0,2.0,150.0,Audi,Q3 Sportback 35 TFSI,Automatik,Benzin
14812,4,201.0,48.0,833.04,39.0,2.0,245.0,Cupra,Formentor VZ 2.0 TSI DSG,Automatik,Benzin
14813,4,1.0,48.0,416.38,128.0,6.0,110.0,Volkswagen,Taigo VW Style TSI,Manuelle Schaltung,Benzin
14814,15,20.0,36.0,383.65,132.0,6.0,131.0,DS Automobiles,DS 3 3 PureTech 130 S&S EAT8 Aut.,Automatik,Benzin
14815,3,1.0,48.0,568.26,135.0,5.0,150.0,Volkswagen,Golf VW Life TDI 4MOTION DSG,Automatik,Diesel
14816,3,301.0,48.0,415.98,135.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
14817,4,1.0,48.0,316.86,195.0,9.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
14818,3,15000.0,48.0,617.96,96.0,4.0,150.0,Seat,Tarraco FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14819,4,1000.0,48.0,533.93,42.0,2.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
14820,3,15000.0,48.0,687.5,133.0,5.0,150.0,Seat,Tarraco FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14821,3,2000.0,48.0,696.68,135.0,5.0,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
14822,4,1.0,48.0,397.16,135.0,5.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
14823,50,95000.0,48.0,400.1,180.0,8.0,150.0,BMW,318 d Touring,Manuelle Schaltung,Diesel
14824,35,46000.0,48.0,707.16,39.0,2.0,150.0,Audi,Q3 Sportback 35 TDI quattro,Automatik,Diesel
14825,4,1.0,48.0,316.62,137.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
14826,4,0.0,48.0,483.49,139.0,5.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
14827,4,201.0,48.0,379.66,348.0,15.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14828,3,10.0,48.0,480.48,118.0,5.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
14829,3,1.0,48.0,386.16,155.0,6.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14830,52,88000.0,60.0,484.71,98.0,5.0,190.0,Audi,A4 40 TDI sport Avant //ACC//,Automatik,Diesel
14831,4,1.0,48.0,446.57,28.0,1.0,95.0,Audi,A1 allstreet 25 TFSI intense,Manuelle Schaltung,Benzin
14832,3,10.0,48.0,844.37,197.0,6.0,150.0,Volkswagen,Tiguan VW Allspace R-Line TDI 4MOTION DSG,Automatik,Diesel
14833,3,1.0,48.0,641.46,196.0,9.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14834,25,35000.0,36.0,673.98,115.0,5.0,116.0,Mercedes-Benz,GLA 180 GLA 180 d,Automatik,Diesel
14835,3,201.0,48.0,647.57,131.0,5.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
14836,4,201.0,48.0,459.1,137.0,5.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
14837,4,201.0,48.0,434.95,129.0,5.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
14838,4,5000.0,48.0,529.28,128.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14839,4,2000.0,48.0,512.82,138.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14840,4,1000.0,48.0,512.82,118.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14841,4,5000.0,48.0,546.96,114.0,4.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14842,4,5000.0,48.0,521.39,218.0,8.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14843,4,5000.0,48.0,537.19,161.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14844,4,5000.0,48.0,512.82,140.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14845,11,13500.0,48.0,561.76,124.0,6.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
14846,3,10.0,48.0,460.22,145.0,6.0,110.0,Audi,A1 allstreet 30 TFSI intense,Automatik,Benzin
14847,8,20000.0,48.0,577.8,123.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14848,31,122025.0,48.0,497.4,178.0,7.0,150.0,Ford,"Galaxy Titanium 7-Sitzer,LED,Leder,ACC,Navi,APP",Manuelle Schaltung,Benzin
14849,22,23684.0,48.0,570.36,125.0,6.0,150.0,BMW,X2 xDrive18d,Automatik,Diesel
14850,4,1.0,48.0,511.56,120.0,5.0,110.0,Seat,Ateca Xperience 1.0 TSI,Manuelle Schaltung,Benzin
14851,64,188900.0,36.0,624.83,156.0,7.0,354.0,Audi,Q5 S quattro,Automatik,Benzin
14852,7,6000.0,48.0,508.74,188.0,8.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
14853,4,10.0,36.0,1538.53,156.0,5.0,193.0,Hyundai,"Santa Fe 5 Luxury Line 2,2 CRDi 4WD DCT s1dl0",Automatik,Diesel
14854,50,101100.0,48.0,758.56,144.0,6.0,190.0,BMW,520 d Touring G31*M-Paket*Leder*HeadUP*19Zoll*,Automatik,Benzin
14855,20,17000.0,36.0,2100.01,131.0,6.0,394.0,BMW,X5 xDrive45e PHEV X-LINE,Automatik,Hybrid
14856,3,10.0,48.0,566.29,130.0,6.0,131.0,Volkswagen,Golf VW R-Line mHeV TSI DSG,Automatik,Benzin
14857,4,201.0,48.0,382.74,155.0,7.0,110.0,Volkswagen,Taigo VW Life TSI DSG,Automatik,Benzin
14858,24,18135.0,48.0,385.52,109.0,4.0,131.0,Opel,Crossland X Crossland 1.2 Turbo Business Edition A,Automatik,Benzin
14859,74,75350.0,36.0,431.46,30.0,1.0,116.0,MINI,Cooper R50/R52/R56 D D,Manuelle Schaltung,Diesel
14860,9,1.0,36.0,417.0,138.0,6.0,131.0,Fiat,Tipo (357) Kombi,Manuelle Schaltung,Diesel
14861,26,18000.0,36.0,1491.99,152.0,7.0,184.0,BMW,420 i,Automatik,Benzin
14862,58,109350.0,48.0,404.75,152.0,7.0,150.0,Skoda,Superb ŠKODA Combi Style TDI SCR DSG,Automatik,Diesel
14863,4,9.0,48.0,306.17,135.0,6.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
14864,3,201.0,48.0,457.1,152.0,7.0,150.0,Skoda,Fabia ŠKODA Monte Carlo TSI DSG,Automatik,Benzin
14865,11,5452.0,36.0,650.82,155.0,7.0,120.0,Hyundai,"KONA Edition 30 plus 1,0 T-GDi 2WD 48V k2bx1",Manuelle Schaltung,Hybrid
14866,31,30030.0,36.0,467.47,146.0,6.0,116.0,Hyundai,"i30 Kombi - PD i-Line Plus 1,6 CRDi c1kp3",Manuelle Schaltung,Diesel
14867,8,15000.0,48.0,607.54,149.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
14868,18,11012.0,48.0,336.78,137.0,6.0,95.0,Seat,Arona Style 1.0 TSI,Manuelle Schaltung,Benzin
14869,3,201.0,48.0,1470.04,195.0,9.0,390.0,Cupra,Formentor VZ5 2.5 TSI Special Edition,Automatik,Benzin
14870,57,120939.0,48.0,305.16,155.0,7.0,136.0,Opel,"Astra ST 1.6 CDTI Aut. LED,Navi,AHK,Standheiz.",Automatik,Diesel
14871,43,59911.0,48.0,489.11,125.0,6.0,190.0,Volkswagen,Passat VW Variant Elegance TDI SCR DSG,Automatik,Diesel
14872,4,15000.0,48.0,643.92,125.0,6.0,150.0,Seat,Ateca FR 2.0 TDI DSG 4Drive,Automatik,Diesel
14873,8,15000.0,48.0,698.99,106.0,5.0,190.0,Cupra,Formentor 2.0 TSI DSG 4Drive,Automatik,Benzin
14874,40,29899.0,48.0,668.04,155.0,7.0,170.0,BMW,i3 120 Ah *LED SCHEINW.*PDC*KOMFORTPAKET*vermietet,Automatik,Benzin
14875,30,13764.0,48.0,404.51,155.0,7.0,200.0,Volkswagen,Polo VW GTI TSI OPF DSG,Automatik,Benzin
14876,30,65714.0,48.0,624.08,126.0,6.0,150.0,Volkswagen,Passat VW Variant Elegance TDI DSG,Automatik,Diesel
14877,43,99980.0,48.0,739.49,155.0,7.0,286.0,Audi,A6 Avant 50 TDI quattro Design,Automatik,Diesel
14878,48,35500.0,48.0,486.28,175.0,8.0,184.0,Mazda,CX-5 CD184 AWD Revolution Aut.,Automatik,Diesel
14879,31,47556.0,48.0,354.79,34.0,2.0,116.0,Seat,Arona Style EcoTSI DSG,Automatik,Benzin
14880,25,79478.0,48.0,758.38,175.0,8.0,204.0,Audi,A6 Avant 40 TDI Sport,Automatik,Diesel
14881,20,8000.0,48.0,543.88,158.0,6.0,150.0,Audi,A3 Sportback 35 TFSI,Manuelle Schaltung,Benzin
14882,4,500.0,48.0,319.46,131.0,6.0,95.0,Volkswagen,Polo VW TSI,Manuelle Schaltung,Benzin
14883,53,78992.0,48.0,841.88,136.0,4.0,286.0,Audi,A6 Avant 50 TDI quattro Sport,Automatik,Diesel
14884,3,10.0,48.0,895.08,130.0,6.0,300.0,Volkswagen,T-Roc VW R TSI 4MOTION DSG,Automatik,Benzin
14885,4,5000.0,48.0,488.39,129.0,6.0,116.0,Volkswagen,Golf VW Variant Life TDI,Manuelle Schaltung,Diesel
14886,4,1.0,48.0,412.6,139.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
14887,17,19616.0,48.0,1012.13,118.0,5.0,245.0,Audi,TT Roadster 45 TFSI quaro,Automatik,Benzin
14888,38,59800.0,48.0,867.19,129.0,6.0,190.0,BMW,520 d xDrive Touring G31/DrivingAss & Komfortsitze,Automatik,Diesel
14889,4,11.0,48.0,376.63,131.0,6.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
14890,8,17500.0,48.0,1882.15,154.0,6.0,286.0,Audi,Q7 50 TDI quattro S line,Automatik,Diesel
14891,74,80282.0,36.0,487.59,116.0,4.0,95.0,BMW,214 Gran Tourer 214 d Gran Tourer,Manuelle Schaltung,Diesel
14892,6,1.0,48.0,322.0,127.0,6.0,86.0,Fiat,Panda (319),Manuelle Schaltung,Benzin
14893,12,7056.0,48.0,525.88,130.0,5.0,132.0,Mazda,MX-5 Soft Top G132 Revolution,Manuelle Schaltung,Benzin
14894,4,5000.0,48.0,792.32,156.0,7.0,122.0,Volkswagen,Passat VW Variant Business TDI DSG,Automatik,Diesel
14895,4,5000.0,48.0,892.69,154.0,7.0,200.0,Volkswagen,Passat VW Variant Business TDI 4MOTION DSG,Automatik,Diesel
14896,4,5.0,48.0,305.33,167.0,6.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
14897,13,0.0,48.0,561.42,161.0,7.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
14898,4,2138.0,48.0,749.71,119.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
14899,21,8127.0,36.0,1050.01,139.0,6.0,150.0,BMW,X2 xDrive18d M-Paket,Manuelle Schaltung,Diesel
14900,11,10000.0,48.0,330.18,140.0,5.0,110.0,Skoda,Scala ŠKODA SC TSI,Manuelle Schaltung,Benzin
14901,16,15848.0,48.0,511.34,124.0,6.0,140.0,Nissan,Qashqai ACENTA 1.3 D,Manuelle Schaltung,Benzin
14902,6,0.0,48.0,300.37,118.0,5.0,65.0,Skoda,Fabia ŠKODA Ambition,Manuelle Schaltung,Benzin
14903,6,10.0,48.0,678.67,140.0,6.0,150.0,Skoda,Karoq ŠKODA 4x4 Style TDI DSG,Automatik,Diesel
14904,29,27218.0,48.0,764.28,117.0,5.0,204.0,Audi,A6 Avant Sport TDI 2.0,Automatik,Diesel
14905,4,25000.0,48.0,435.02,132.0,5.0,110.0,Skoda,Scala ŠKODA Sport TSI DSG,Automatik,Benzin
14906,4,5000.0,48.0,513.58,126.0,6.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
14907,27,17889.0,48.0,395.41,124.0,5.0,131.0,Opel,Grandland X 1.2 Turbo Dir. Inj. 120 Jahre Edition,Manuelle Schaltung,Benzin
14908,4,1.0,48.0,302.16,120.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
14909,19,39000.0,36.0,1817.05,229.0,9.0,326.0,BMW,X3 M40d 48V,Automatik,Diesel
14910,29,16180.0,48.0,2343.85,169.0,6.0,340.0,Audi,Q8 60 TFSI e quattro,Automatik,Hybrid
14911,12,9446.0,48.0,1349.41,152.0,6.0,286.0,Audi,A6 Avant 50 TDI quattro Sport,Automatik,Diesel
14912,48,99563.0,48.0,443.1,142.0,6.0,135.0,Mitsubishi,"Outlander 2,4 PHEV Business Connect",Automatik,Hybrid
14913,12,9446.0,48.0,1349.41,121.0,5.0,286.0,Audi,A6 Avant 50 TDI quattro Sport,Automatik,Diesel
14914,9,6000.0,48.0,477.01,140.0,6.0,131.0,Peugeot,308 ALLPK BHDI130 Allure Pack,Manuelle Schaltung,Benzin
14915,21,13000.0,36.0,2455.47,146.0,7.0,510.0,BMW,X3 M Competition Individual,Automatik,Benzin
14916,23,26000.0,48.0,573.14,108.0,4.0,150.0,MINI,Countryman Cooper D Aut.,Automatik,Diesel
14917,10,7600.0,48.0,1544.76,151.0,7.0,400.0,Audi,A3 RS 3 Sportback,Automatik,Benzin
14918,8,1000.0,48.0,411.11,132.0,5.0,110.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
14919,53,24500.0,48.0,462.31,195.0,9.0,150.0,Skoda,Karoq ŠKODA Style Limited TSI ACT,Manuelle Schaltung,Benzin
14920,32,40607.0,48.0,389.37,348.0,15.0,136.0,Opel,Insignia ST 1.6 CDTI BlueInjection Innovation,Manuelle Schaltung,Diesel
14921,4,201.0,48.0,484.72,127.0,6.0,150.0,Skoda,Fabia ŠKODA Monte Carlo TSI DSG,Automatik,Benzin
14922,4,1286.0,48.0,398.88,118.0,4.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
14923,17,24891.0,36.0,1064.04,133.0,6.0,150.0,BMW,X1 xDrive18d M-Paket,Automatik,Diesel
14924,32,41661.0,48.0,468.91,137.0,6.0,150.0,BMW,218 d xDrive Gran Tourer Aut.,Automatik,Diesel
14925,3,1.0,48.0,658.78,122.0,5.0,150.0,Cupra,Formentor Alpha Edition 1.5 TSI 150 ACT,Manuelle Schaltung,Benzin
14926,20,14000.0,36.0,1141.21,146.0,7.0,150.0,BMW,X1 xDrive18d,Automatik,Diesel
14927,11,1.0,48.0,506.75,154.0,7.0,150.0,Skoda,Kamiq ŠKODA Style TSI ACT,Manuelle Schaltung,Benzin
14928,4,201.0,48.0,298.85,117.0,5.0,60.0,Skoda,Fabia ŠKODA Combi Ambition SC,Manuelle Schaltung,Benzin
14929,54,81300.0,48.0,607.21,126.0,6.0,204.0,Audi,A6 Avant TDI 2.0,Automatik,Diesel
14930,45,18344.0,36.0,493.31,119.0,5.0,116.0,Skoda,"Karoq Soleil TDI DSG ,LED,Smartlink,SHZ.1.Bes.",Automatik,Diesel
14931,9,14691.0,48.0,1147.1,135.0,6.0,204.0,Audi,A5 Sportback 40 TDI quattro S line,Automatik,Diesel
14932,20,21000.0,48.0,657.83,123.0,5.0,150.0,Volkswagen,Touran VW Comfortline TDI SCR DSG 5-Sitzer,Automatik,Diesel
14933,4,15000.0,48.0,547.99,118.0,4.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
14934,9,1.0,48.0,493.54,175.0,7.0,110.0,Skoda,Scala ŠKODA Style TSI DSG,Automatik,Benzin
14935,11,5633.0,48.0,494.42,231.0,10.0,110.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI DSG,Automatik,Benzin
14936,24,25000.0,48.0,606.88,157.0,7.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
14937,37,44043.0,48.0,433.09,119.0,5.0,136.0,Opel,"Insignia ST 1.6 CDTI Aut. LED,Navi,AGR,SHZ",Automatik,Diesel
14938,40,69215.0,48.0,262.45,157.0,6.0,95.0,Seat,Ibiza Style TDI,Manuelle Schaltung,Diesel
14939,52,48750.0,48.0,632.52,239.0,11.0,204.0,Audi,A6 Avant 40 TDI,Automatik,Diesel
14940,71,61482.0,36.0,521.21,176.0,8.0,190.0,Seat,Ateca Xcellence 2.0 TDI DSG 4Drive,Automatik,Diesel
14941,6,201.0,48.0,670.58,178.0,7.0,150.0,Skoda,Karoq ŠKODA 4x4 Style TDI DSG,Automatik,Diesel
14942,13,14902.0,48.0,724.0,115.0,5.0,200.0,Volkswagen,Passat VW Variant Elegance TDI 4MOTION DSG,Automatik,Diesel
14943,9,1.0,48.0,493.54,159.0,7.0,110.0,Skoda,Scala ŠKODA Style TSI DSG,Automatik,Benzin
14944,11,5633.0,48.0,494.42,132.0,5.0,110.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI DSG,Automatik,Benzin
14945,24,25000.0,48.0,606.88,151.0,6.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
14946,9,1.0,48.0,607.2,145.0,6.0,150.0,Mazda,CX-5 CD150 Ambition,Manuelle Schaltung,Diesel
14947,59,43000.0,48.0,379.44,118.0,5.0,116.0,Audi,Q2 1.6 TDI,Manuelle Schaltung,Diesel
14948,0,0.0,48.0,899.0,222.0,9.0,136.0,Volkswagen,T7 Multivan T7 Transporter Multivan (ST),Automatik,Benzin
14949,13,14902.0,48.0,724.0,155.0,6.0,200.0,Volkswagen,Passat VW Variant Elegance TDI 4MOTION DSG,Automatik,Diesel
14950,9,1.0,48.0,493.54,113.0,4.0,110.0,Skoda,Scala ŠKODA Style TSI DSG,Automatik,Benzin
14951,11,5633.0,48.0,494.42,133.0,5.0,110.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI DSG,Automatik,Benzin
14952,24,25000.0,48.0,606.88,198.0,9.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
14953,4,1.0,48.0,396.17,113.0,4.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14954,4,1720.0,48.0,708.0,123.0,5.0,150.0,Skoda,Kodiaq ŠKODA Style TDI DSG,Automatik,Diesel
14955,14,6000.0,48.0,740.83,123.0,6.0,200.0,Volkswagen,Passat VW Variant Elegance TDI 4MOTION DSG,Automatik,Diesel
14956,26,24500.0,36.0,1274.51,218.0,8.0,231.0,BMW,"X1 xDrive25d M-Paket NP: €67.758,-",Automatik,Diesel
14957,9,1000.0,48.0,399.55,104.0,4.0,95.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
14958,15,48000.0,48.0,437.41,142.0,6.0,110.0,Seat,Leon SP Kombi FR 1.0 TSI,Manuelle Schaltung,Hybrid
14959,8,1000.0,48.0,396.25,,,95.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
14960,6,10.0,48.0,448.01,129.0,5.0,116.0,Volkswagen,Golf VW Life TDI,Manuelle Schaltung,Diesel
