,brand,mileage,deposit,number_of_miles,first_registration,duration,monthly_fee,horsepower,kilowatts,fuel_type,emissions,consumption
2947,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,48 Monate (anpassbar),"369,00 €",120 PS,88 kW,Diesel,154 g/km,"6,8 l/100 km"
2948,Renault,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"410,29 €",200 PS,147 kW,Hybrid,121 g/km,"4,6 l/100 km"
2949,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"648,55 €",280 PS,206 kW,Andere,102 g/km,"3,9 l/100 km"
2950,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"339,00 €",158 PS,116 kW,Benzin,126 g/km,"5,5 l/100 km"
2951,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"337,96 €",150 PS,110 kW,Diesel,141 g/km,"5,9 l/100 km"
2952,Mitsubishi,10.000 km (anpassbar),"0,00 € (anpassbar)",25 km,12/2022,48 Monate (anpassbar),"359,00 €",188 PS,138 kW,Hybrid,125 g/km,"5,6 l/100 km"
2953,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",26.517 km,06/2021,48 Monate (anpassbar),"271,00 €",116 PS,85 kW,Diesel,126 g/km,"5,5 l/100 km"
2954,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"244,00 €",110 PS,81 kW,Benzin,109 g/km,"4,8 l/100 km"
2955,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"219,00 €",101 PS,74 kW,Benzin,173 g/km,"6,6 l/100 km"
2956,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"219,00 €",129 PS,95 kW,Benzin,151 g/km,"6,0 l/100 km"
2957,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"235,00 €",110 PS,81 kW,Benzin,176 g/km,"6,7 l/100 km"
2958,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"211,03 €",131 PS,96 kW,Benzin,126 g/km,"5,5 l/100 km"
2959,Alfa Romeo,15.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"463,80 €",210 PS,154 kW,Benzin,105 g/km,"4,0 l/100 km"
2960,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"369,00 €",150 PS,110 kW,Benzin,120 g/km,"4,9 l/100 km"
2961,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"241,00 €",110 PS,81 kW,Benzin,132 g/km,"5,8 l/100 km"
2962,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"220,86 €",131 PS,96 kW,Benzin,,
2963,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"281,00 €",160 PS,118 kW,Benzin,149 g/km,"6,6 l/100 km"
2964,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",26.720 km,10/2021,60 Monate (anpassbar),"269,00 €",150 PS,110 kW,Diesel,119 g/km,"4,9 l/100 km"
2965,BMW,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"438,12 €",313 PS,230 kW,Elektro,133 g/km,"5,9 l/100 km"
2966,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"239,00 €",110 PS,81 kW,Benzin,116 g/km,"5,1 l/100 km"
2967,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"119,99 €",67 PS,49 kW,Benzin,102 g/km,"3,9 l/100 km"
2968,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,00 €",158 PS,116 kW,Benzin,133 g/km,"5,9 l/100 km"
2969,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"259,00 €",110 PS,81 kW,Benzin,129 g/km,"4,6 l/100 km"
2970,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",32.472 km,01/2022,48 Monate (anpassbar),"343,00 €",150 PS,110 kW,Diesel,131 g/km,"5,8 l/100 km"
2971,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",9.829 km,04/2022,48 Monate (anpassbar),"294,00 €",131 PS,96 kW,Andere,178 g/km,"6,7 l/100 km"
2972,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"653,31 €",204 PS,150 kW,Andere,169 g/km,"6,4 l/100 km"
2973,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"355,81 €",300 PS,221 kW,Benzin,140 g/km,"5,3 l/100 km"
2974,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"799,00 €",341 PS,251 kW,Diesel,176 g/km,"6,7 l/100 km"
2975,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",8 km,Neuwagen,48 Monate (anpassbar),"222,00 €",110 PS,81 kW,Benzin,135 g/km,"6,0 l/100 km"
2976,Alpine,10.000 km (anpassbar),"0,00 € (anpassbar)",500 km,02/2023,60 Monate (anpassbar),"548,99 €",252 PS,185 kW,Benzin,192 g/km,"7,3 l/100 km"
2977,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",27.500 km,07/2022,48 Monate (anpassbar),"488,99 €",204 PS,150 kW,Diesel,127 g/km,"5,6 l/100 km"
2978,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.042 km,06/2022,36 Monate (anpassbar),"489,00 €",286 PS,210 kW,Diesel,126 g/km,"4,8 l/100 km"
2979,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"200,36 €",125 PS,92 kW,Benzin,110 g/km,"4,8 l/100 km"
2980,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"790,00 €",344 PS,253 kW,Diesel,93 g/km,"4,1 l/100 km"
2981,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",80 PS,59 kW,Benzin,141 g/km,"6,0 l/100 km"
2982,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",12.243 km,02/2022,36 Monate (anpassbar),"452,00 €",204 PS,150 kW,Diesel,119 g/km,"4,5 l/100 km"
2983,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"214,92 €",110 PS,81 kW,Benzin,139 g/km,"6,1 l/100 km"
2984,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",13.900 km,06/2022,36 Monate (anpassbar),"159,00 €",75 PS,55 kW,Benzin,169 g/km,"7,4 l/100 km"
2985,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"406,98 €",150 PS,110 kW,Diesel,108 g/km,"4,8 l/100 km"
2986,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"319,00 €",150 PS,110 kW,Benzin,162 g/km,"6,2 l/100 km"
2987,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"246,00 €",110 PS,81 kW,Benzin,133 g/km,"5,9 l/100 km"
2988,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"117,81 €",72 PS,53 kW,Benzin,231 g/km,"8,8 l/100 km"
2989,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"749,00 €",235 PS,173 kW,Diesel,169 g/km,"7,4 l/100 km"
2990,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",21.912 km,02/2022,36 Monate (anpassbar),"498,00 €",286 PS,210 kW,Andere,154 g/km,"6,0 l/100 km"
2991,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"314,53 €",131 PS,96 kW,Benzin,109 g/km,"4,8 l/100 km"
2992,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",16 km,Neuwagen,48 Monate (anpassbar),"484,99 €",212 PS,156 kW,Diesel,139 g/km,"6,2 l/100 km"
2993,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",7.900 km,03/2023,36 Monate (anpassbar),"558,11 €",265 PS,195 kW,Benzin,126 g/km,"5,7 l/100 km"
2994,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"353,00 €",150 PS,110 kW,Benzin,141 g/km,"6,2 l/100 km"
2995,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"301,07 €",110 PS,81 kW,Andere,170 g/km,"7,5 l/100 km"
2996,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"284,10 €",140 PS,103 kW,Andere,129 g/km,"4,9 l/100 km"
2997,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,02/2023,36 Monate (anpassbar),"210,00 €",101 PS,74 kW,Benzin,134 g/km,"5,9 l/100 km"
2998,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"296,00 €",131 PS,96 kW,Benzin,194 g/km,"8,5 l/100 km"
2999,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"374,85 €",300 PS,221 kW,Benzin,131 g/km,"5,8 l/100 km"
3000,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"257,00 €",131 PS,96 kW,Diesel,143 g/km,"6,3 l/100 km"
3001,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",100 km,12/2022,60 Monate (anpassbar),"299,00 €",130 PS,96 kW,Benzin,154 g/km,"6,8 l/100 km"
3002,Hyundai,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,90 €",280 PS,206 kW,Benzin,140 g/km,"5,3 l/100 km"
3003,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"289,00 €",140 PS,103 kW,Benzin,101 g/km,"4,4 l/100 km"
3004,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"248,00 €",131 PS,96 kW,Benzin,162 g/km,"6,0 l/100 km"
3005,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.253 km,03/2022,36 Monate (anpassbar),"519,00 €",286 PS,210 kW,Diesel,,
3006,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"307,43 €",143 PS,105 kW,Benzin,176 g/km,"6,7 l/100 km"
3007,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"355,00 €",190 PS,140 kW,Benzin,110 g/km,"4,8 l/100 km"
3008,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"211,00 €",95 PS,70 kW,Benzin,141 g/km,"6,2 l/100 km"
3009,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"1.039,00 €",476 PS,350 kW,Elektro,156 g/km,"6,0 l/100 km"
3010,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",110 PS,81 kW,Benzin,139 g/km,"4,9 l/100 km"
3011,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"249,00 €",131 PS,96 kW,Benzin,138 g/km,"6,1 l/100 km"
3012,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,158 g/km,"7,0 l/100 km"
3013,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"158,00 €",110 PS,81 kW,Benzin,162 g/km,"7,2 l/100 km"
3014,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,60 Monate (anpassbar),"459,00 €",197 PS,145 kW,Benzin,119 g/km,"5,2 l/100 km"
3015,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"289,00 €",150 PS,110 kW,Benzin,145 g/km,"6,4 l/100 km"
3016,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"379,61 €",190 PS,140 kW,Benzin,127 g/km,"4,9 l/100 km"
3017,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"351,00 €",150 PS,110 kW,Benzin,118 g/km,"4,5 l/100 km"
3018,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",129 PS,95 kW,Benzin,182 g/km,"7,7 l/100 km"
3019,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"231,00 €",110 PS,81 kW,Benzin,,
3020,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",20.900 km,02/2022,36 Monate (anpassbar),"335,00 €",204 PS,150 kW,Diesel,125 g/km,"5,4 l/100 km"
3021,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"369,00 €",280 PS,206 kW,Benzin,131 g/km,"5,8 l/100 km"
3022,Tesla,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"533,20 €",498 PS,366 kW,Elektro,149 g/km,"6,6 l/100 km"
3023,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"254,00 €",131 PS,96 kW,Benzin,170 g/km,"7,4 l/100 km"
3024,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"295,07 €",160 PS,118 kW,Benzin,,
3025,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"226,00 €",130 PS,96 kW,Benzin,142 g/km,"5,4 l/100 km"
3026,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"365,00 €",150 PS,110 kW,Benzin,135 g/km,"5,9 l/100 km"
3027,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"559,00 €",310 PS,228 kW,Benzin,141 g/km,"6,3 l/100 km"
3028,Renault,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"359,00 €",131 PS,96 kW,Elektro,125 g/km,"5,6 l/100 km"
3029,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",2.736 km,07/2022,36 Monate (anpassbar),"649,00 €",204 PS,150 kW,Diesel,139 g/km,"5,2 l/100 km"
3030,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"212,00 €",110 PS,81 kW,Benzin,175 g/km,"7,7 l/100 km"
3031,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"380,00 €",96 PS,71 kW,Benzin,121 g/km,"5,4 l/100 km"
3032,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"159,00 €",75 PS,55 kW,Benzin,144 g/km,"6,4 l/100 km"
3033,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"395,08 €",200 PS,147 kW,Diesel,140 g/km,"5,3 l/100 km"
3034,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"492,66 €",300 PS,221 kW,Benzin,47 g/km,"2,0 l/100 km"
3035,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"269,00 €",131 PS,96 kW,Benzin,105 g/km,"4,6 l/100 km"
3036,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"281,99 €",150 PS,110 kW,Benzin,152 g/km,"6,7 l/100 km"
3037,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",23.150 km,04/2022,48 Monate (anpassbar),"474,00 €",150 PS,110 kW,Diesel,134 g/km,"5,8 l/100 km"
3038,Jeep,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"419,00 €",179 PS,132 kW,Hybrid,169 g/km,"8,5 l/100 km"
3039,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"203,00 €",95 PS,70 kW,Benzin,162 g/km,"6,1 l/100 km"
3040,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"323,68 €",150 PS,110 kW,Benzin,141 g/km,"5,9 l/100 km"
3041,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"529,00 €",150 PS,110 kW,Benzin,118 g/km,"4,9 l/100 km"
3042,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"469,00 €",300 PS,221 kW,Benzin,123 g/km,"5,4 l/100 km"
3043,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.675 km,03/2022,36 Monate (anpassbar),"470,00 €",286 PS,210 kW,Diesel,143 g/km,"6,3 l/100 km"
3044,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"239,00 €",101 PS,74 kW,Benzin,128 g/km,"5,9 l/100 km"
3045,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"199,83 €",84 PS,62 kW,Benzin,157 g/km,"6,9 l/100 km"
3046,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"210,00 €",130 PS,96 kW,Benzin,150 g/km,"6,7 l/100 km"
3047,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",8 km,Neuwagen,48 Monate (anpassbar),"222,00 €",110 PS,81 kW,Benzin,134 g/km,"5,9 l/100 km"
3048,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"199,00 €",101 PS,74 kW,Benzin,125 g/km,"5,5 l/100 km"
3049,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"415,00 €",190 PS,140 kW,Benzin,31 g/km,"1,4 l/100 km"
3050,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"347,00 €",150 PS,110 kW,Benzin,144 g/km,"5,5 l/100 km"
3051,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",25.000 km,06/2022,60 Monate (anpassbar),"209,00 €",140 PS,103 kW,Benzin,131 g/km,"5,8 l/100 km"
3052,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"169,00 €",83 PS,61 kW,Benzin,157 g/km,"6,9 l/100 km"
3053,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",15 km,Neuwagen,48 Monate (anpassbar),"462,49 €",265 PS,195 kW,Hybrid,149 g/km,"6,6 l/100 km"
3054,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,48 Monate (anpassbar),"275,00 €",140 PS,103 kW,Benzin,152 g/km,"6,7 l/100 km"
3055,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"188,00 €",140 PS,103 kW,Benzin,130 g/km,"5,0 l/100 km"
3056,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"365,00 €",150 PS,110 kW,Benzin,128 g/km,"5,6 l/100 km"
3057,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"286,00 €",131 PS,96 kW,Benzin,143 g/km,"5,1 l/100 km"
3058,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",8 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,206 g/km,"9,0 l/100 km"
3059,Alpine,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"699,00 €",300 PS,221 kW,Benzin,120 g/km,"5,4 l/100 km"
3060,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"214,00 €",110 PS,81 kW,Benzin,,
3061,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"857,00 €",400 PS,294 kW,Benzin,149 g/km,"6,6 l/100 km"
3062,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"223,00 €",140 PS,103 kW,Benzin,36 g/km,"1,7 l/100 km"
3063,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"299,00 €",140 PS,103 kW,Benzin,202 g/km,"8,8 l/100 km"
3064,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"389,00 €",150 PS,110 kW,Benzin,130 g/km,"5,7 l/100 km"
3065,DS Automobiles,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"583,01 €",200 PS,147 kW,Hybrid,139 g/km,"5,3 l/100 km"
3066,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"294,00 €",150 PS,110 kW,Benzin,,
3067,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"459,00 €",170 PS,125 kW,Elektro,144 g/km,"6,4 l/100 km"
3068,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"599,00 €",177 PS,130 kW,Benzin,58 g/km,"5,1 l/100 km"
3069,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"299,00 €",131 PS,96 kW,Benzin,140 g/km,"5,3 l/100 km"
3070,Alpine,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"689,00 €",300 PS,221 kW,Benzin,143 g/km,"5,5 l/100 km"
3071,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,00 €",158 PS,116 kW,Benzin,116 g/km,"4,4 l/100 km"
3072,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",18.176 km,03/2022,48 Monate (anpassbar),"599,00 €",204 PS,150 kW,Diesel,150 g/km,"6,6 l/100 km"
3073,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"295,00 €",150 PS,110 kW,Benzin,134 g/km,"5,9 l/100 km"
3074,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,36 Monate (anpassbar),"411,74 €",300 PS,221 kW,Benzin,150 g/km,"6,7 l/100 km"
3075,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"542,64 €",150 PS,110 kW,Andere,1 g/km,"1,8 l/100 km"
3076,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"160,49 €",84 PS,62 kW,Benzin,102 g/km,"4,5 l/100 km"
3077,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",15.000 km,06/2022,48 Monate (anpassbar),"199,00 €",140 PS,103 kW,Andere,133 g/km,"5,9 l/100 km"
3078,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"343,00 €",150 PS,110 kW,Benzin,132 g/km,"5,9 l/100 km"
3079,Toyota,20.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"504,00 €",182 PS,134 kW,Benzin,150 g/km,"6,7 l/100 km"
3080,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",131 PS,96 kW,Benzin,,
3081,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"278,00 €",140 PS,103 kW,Benzin,150 g/km,"6,6 l/100 km"
3082,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,01/2023,36 Monate (anpassbar),"262,09 €",131 PS,96 kW,Benzin,144 g/km,"6,4 l/100 km"
3083,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"229,00 €",170 PS,125 kW,Elektro,136 g/km,"6,0 l/100 km"
3084,Hyundai,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,48 Monate (anpassbar),"395,38 €",150 PS,110 kW,Benzin,151 g/km,"6,0 l/100 km"
3085,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"280,00 €",150 PS,110 kW,Benzin,129 g/km,"5,7 l/100 km"
3086,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"346,00 €",150 PS,110 kW,Benzin,125 g/km,"5,6 l/100 km"
3087,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",100 km,11/2022,60 Monate (anpassbar),"169,00 €",91 PS,67 kW,Benzin,144 g/km,"6,4 l/100 km"
3088,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"354,00 €",150 PS,110 kW,Andere,175 g/km,"7,7 l/100 km"
3089,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",100 km,09/2022,60 Monate (anpassbar),"219,00 €",129 PS,95 kW,Benzin,129 g/km,"4,9 l/100 km"
3090,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"319,00 €",131 PS,96 kW,Benzin,120 g/km,"5,3 l/100 km"
